id;nombre;tipo;stock;precio;requiere_receta
16652;Zinc 8 mg/mL Loción Frasco 100 mL;Antigripal;131;33.64;SI
16653;Metformina 943 mg Loción Tubo 30 g;Vitaminas;177;47.91;SI
16654;Ibuprofeno 8 mg Aerosol Frasco 100 mL;Antigripal;192;63.73;NO
16655;Omeprazol 18 mg/mL Inyectable Frasco 60 mL;Dermocosmetica;15;61.33;SI
16656;Atorvastatina 961 mg Suspensión Tubo 15 g;Dermocosmetica;133;41.11;NO
16657;Ambroxol 109 mg Crema Tubo 30 g;Antiinflamatorio;50;89.23;SI
16658;Acetilcisteína 8 mg/mL Gotas Blíster x20;Analgesico;171;92.10;SI
16659;Clotrimazol 483 mg Inyectable Frasco 100 mL;Antimicotico;180;52.54;NO
16660;Loratadina 87 mg Suspensión Tubo 15 g;Analgesico;98;87.73;NO
16661;Ketoconazol 416 mg Suspensión Blíster x30;Antiinflamatorio;96;46.07;NO
16662;Paracetamol 883 mg Gotas Frasco 100 mL;Broncodilatador;202;73.47;NO
16663;Ranitidina 903 mg Solución Frasco 100 mL;Dermocosmetica;61;9.02;SI
16664;Naproxeno 321 mg Ungüento Frasco 100 mL;Antiinflamatorio;95;66.79;SI
16665;Omeprazol 5 mg/mL Suspensión Blíster x20;Broncodilatador;236;34.05;NO
16666;Atorvastatina 735 mg Aerosol Blíster x20;Broncodilatador;44;90.66;NO
16667;Fluconazol 851 mg Crema Blíster x20;Antiinflamatorio;152;7.03;NO
16668;Hierro 151 mg Crema Tubo 60 g;Analgesico;99;9.90;NO
16669;Naproxeno 553 mg Champú Tubo 15 g;Dermocosmetica;200;37.61;NO
16670;Acetilcisteína 167 mg Champú Frasco 100 mL;Antiinflamatorio;42;83.84;NO
16671;Acetilcisteína 18 mg/mL Gotas Frasco 60 mL;Vitaminas;65;18.49;SI
16672;Clotrimazol 872 mg Champú Blíster x10;Antimicotico;35;4.49;SI
16673;Ketoconazol 66 mg Tableta Tubo 15 g;Antigripal;233;32.42;SI
16674;Ambroxol 965 mg Solución Tubo 30 g;Analgesico;230;55.88;SI
16675;Clotrimazol 15 mg/mL Tableta Frasco 60 mL;Antiinflamatorio;6;67.79;SI
16676;Vitamina C 30 mg Loción Tubo 15 g;Antimicotico;66;39.43;SI
16677;Ibuprofeno 18 mg/mL Tableta Blíster x30;Antihistaminico;127;86.96;SI
16678;Fluconazol 92 mg Crema Frasco 60 mL;Antiinflamatorio;54;8.66;NO
16679;Zinc 620 mg Inyectable Blíster x20;Antibiotico;60;48.45;SI
16680;Amoxicilina 25 mg Aerosol Blíster x10;Broncodilatador;163;30.23;NO
16681;Ketoconazol 4 mg/mL Champú Frasco 60 mL;Antimicotico;164;72.86;SI
16682;Ketoconazol 595 mg Champú Blíster x20;Analgesico;144;99.07;NO
16683;Ambroxol 14 mg/mL Jarabe Frasco 60 mL;Antigripal;107;54.52;SI
16684;Hidrocortisona 141 mg Tableta Frasco 60 mL;Antiacido;166;29.91;SI
16685;Clotrimazol 321 mg Loción Tubo 15 g;Antigripal;29;51.25;NO
16686;Clindamicina 303 mg Aerosol Frasco 100 mL;Antimicotico;91;48.49;NO
16687;Acetilcisteína 925 mg Tableta Tubo 30 g;Antiinflamatorio;233;90.56;NO
16688;Ranitidina 402 mg Suspensión Blíster x10;Antimicotico;244;64.13;SI
16689;Naproxeno 187 mg Gel Frasco 120 mL;Antiacido;224;21.40;SI
16690;Fluconazol 410 mg Inyectable Tubo 30 g;Antimicotico;172;41.13;NO
16691;Losartán 823 mg Champú Tubo 15 g;Antibiotico;129;43.18;SI
16692;Metformina 365 mg Cápsula Blíster x30;Antibiotico;23;90.24;NO
16693;Zinc 597 mg Cápsula Tubo 30 g;Dermocosmetica;46;89.24;SI
16694;Ketoconazol 594 mg Cápsula Tubo 60 g;Antiacido;78;41.63;NO
16695;Loratadina 166 mg Solución Tubo 60 g;Broncodilatador;109;78.07;SI
16696;Clotrimazol 898 mg Champú Blíster x20;Antigripal;194;24.55;SI
16697;Hidrocortisona 435 mg Solución Tubo 15 g;Antibiotico;158;71.55;SI
16698;Complejo B 66 mg Gel Frasco 100 mL;Antimicotico;211;46.34;SI
16699;Capsaicina 101 mg Aerosol Blíster x30;Vitaminas;153;61.23;NO
16700;Complejo B 788 mg Ungüento Frasco 60 mL;Antimicotico;78;48.80;NO
16701;Hidrocortisona 16 mg/mL Crema Tubo 60 g;Analgesico;103;42.68;NO
16702;Hidrocortisona 798 mg Jarabe Frasco 60 mL;Antiinflamatorio;98;22.26;SI
16703;Cefalexina 56 mg Ungüento Tubo 15 g;Antihistaminico;83;88.87;SI
16704;Zinc 658 mg Ungüento Blíster x10;Vitaminas;205;11.80;SI
16705;Metformina 901 mg Crema Tubo 60 g;Antigripal;19;74.00;SI
16706;Capsaicina 119 mg Gotas Blíster x30;Broncodilatador;201;85.80;NO
16707;Loratadina 6 mg/mL Gotas Frasco 100 mL;Dermocosmetica;163;49.17;NO
16708;Atorvastatina 858 mg Solución Blíster x20;Antimicotico;96;22.33;SI
16709;Amlodipino 223 mg Solución Tubo 30 g;Antigripal;78;70.11;SI
16710;Clotrimazol 91 mg Solución Blíster x10;Analgesico;141;96.71;NO
16711;Clindamicina 313 mg Solución Blíster x20;Vitaminas;125;82.88;NO
16712;Losartán 6 mg/mL Ungüento Blíster x10;Antimicotico;183;10.35;NO
16713;Atorvastatina 739 mg Jarabe Blíster x10;Analgesico;85;24.88;NO
16714;Amlodipino 9 mg/mL Crema Frasco 60 mL;Antihistaminico;121;27.29;SI
16715;Metformina 207 mg Aerosol Tubo 30 g;Analgesico;9;58.29;SI
16716;Loratadina 408 mg Cápsula Frasco 120 mL;Antimicotico;236;16.15;NO
16717;Amoxicilina 476 mg Tableta Blíster x30;Antimicotico;45;90.39;NO
16718;Diclofenaco 388 mg Jarabe Tubo 30 g;Antibiotico;88;12.16;NO
16719;Atorvastatina 17 mg/mL Crema Frasco 60 mL;Antigripal;39;40.16;NO
16720;Cefalexina 984 mg Aerosol Tubo 60 g;Antigripal;204;71.45;NO
16721;Zinc 5 mg/mL Tableta Blíster x10;Antihistaminico;136;39.07;NO
16722;Amlodipino 940 mg Tableta Frasco 60 mL;Dermocosmetica;123;36.20;SI
16723;Losartán 477 mg Jarabe Tubo 60 g;Antibiotico;139;13.75;SI
16724;Fluconazol 530 mg Gotas Blíster x30;Antiacido;150;94.11;SI
16725;Hierro 13 mg/mL Gotas Frasco 120 mL;Antiacido;139;39.11;SI
16726;Clotrimazol 728 mg Suspensión Frasco 100 mL;Antihistaminico;77;55.43;NO
16727;Cefalexina 156 mg Jarabe Tubo 30 g;Antibiotico;179;77.16;NO
16728;Cefalexina 267 mg Champú Tubo 60 g;Antimicotico;30;78.26;SI
16729;Clotrimazol 20 mg/mL Crema Frasco 120 mL;Antihistaminico;218;30.75;NO
16730;Salbutamol 848 mg Ungüento Blíster x20;Antiinflamatorio;168;53.29;SI
16731;Vitamina C 20 mg/mL Suspensión Tubo 30 g;Antihistaminico;204;37.80;SI
16732;Amoxicilina 537 mg Tableta Blíster x20;Vitaminas;180;94.07;SI
16733;Ranitidina 19 mg/mL Champú Frasco 100 mL;Antigripal;165;96.24;NO
16734;Atorvastatina 461 mg Cápsula Blíster x30;Antihistaminico;33;56.64;NO
16735;Omeprazol 147 mg Loción Tubo 30 g;Antihistaminico;80;97.83;SI
16736;Metformina 784 mg Cápsula Frasco 60 mL;Vitaminas;17;8.46;NO
16737;Dexametasona 390 mg Cápsula Blíster x30;Broncodilatador;175;23.86;SI
16738;Fluconazol 18 mg/mL Jarabe Tubo 30 g;Antimicotico;189;49.52;SI
16739;Atorvastatina 10 mg/mL Crema Tubo 15 g;Antimicotico;194;27.71;SI
16740;Paracetamol 68 mg Cápsula Frasco 60 mL;Antibiotico;76;82.71;SI
16741;Loratadina 839 mg Solución Blíster x10;Vitaminas;215;12.67;SI
16742;Hierro 397 mg Loción Frasco 120 mL;Analgesico;145;20.02;SI
16743;Cefalexina 682 mg Crema Frasco 100 mL;Vitaminas;43;59.30;NO
16744;Naproxeno 599 mg Gotas Blíster x10;Antiinflamatorio;112;64.32;SI
16745;Capsaicina 12 mg/mL Crema Tubo 15 g;Vitaminas;19;7.43;SI
16746;Hierro 678 mg Jarabe Tubo 60 g;Antihistaminico;117;23.87;SI
16747;Ranitidina 624 mg Solución Tubo 15 g;Antimicotico;133;97.24;NO
16748;Naproxeno 550 mg Loción Frasco 120 mL;Broncodilatador;183;84.17;SI
16749;Atorvastatina 12 mg/mL Gel Blíster x20;Broncodilatador;240;7.42;NO
16750;Zinc 612 mg Suspensión Frasco 120 mL;Antibiotico;235;78.95;SI
16751;Losartán 528 mg Gel Frasco 60 mL;Analgesico;30;25.70;NO
16752;Fluconazol 857 mg Gel Frasco 100 mL;Analgesico;171;97.80;NO
16753;Complejo B 280 mg Crema Frasco 60 mL;Antimicotico;37;30.87;SI
16754;Hierro 130 mg Gotas Frasco 60 mL;Broncodilatador;240;96.80;SI
16755;Ketoconazol 479 mg Loción Frasco 60 mL;Analgesico;184;26.02;NO
16756;Salbutamol 564 mg Loción Tubo 30 g;Antimicotico;135;4.27;NO
16757;Vitamina C 747 mg Jarabe Blíster x20;Dermocosmetica;1;69.25;NO
16758;Dexametasona 440 mg Gel Blíster x30;Analgesico;42;55.58;NO
16759;Losartán 12 mg/mL Tableta Blíster x10;Dermocosmetica;49;58.27;SI
16760;Amlodipino 823 mg Ungüento Tubo 30 g;Antiinflamatorio;153;35.04;SI
16761;Loratadina 937 mg Jarabe Frasco 100 mL;Dermocosmetica;249;44.58;SI
16762;Loratadina 335 mg Tableta Frasco 100 mL;Vitaminas;190;9.48;SI
16763;Vitamina C 9 mg/mL Gotas Tubo 60 g;Antigripal;148;63.79;NO
16764;Ranitidina 868 mg Champú Blíster x10;Antiinflamatorio;42;52.79;SI
16765;Atorvastatina 647 mg Solución Frasco 100 mL;Antiinflamatorio;178;5.95;SI
16766;Clotrimazol 4 mg/mL Suspensión Blíster x20;Antiinflamatorio;131;50.96;SI
16767;Fluconazol 10 mg/mL Champú Blíster x20;Analgesico;210;42.22;SI
16768;Amoxicilina 688 mg Crema Tubo 60 g;Broncodilatador;137;62.98;SI
16769;Zinc 598 mg Solución Blíster x20;Antigripal;167;56.25;SI
16770;Amoxicilina 524 mg Tableta Blíster x30;Vitaminas;11;49.59;NO
16771;Hierro 686 mg Cápsula Tubo 15 g;Antiacido;201;88.77;NO
16772;Ibuprofeno 546 mg Ungüento Tubo 60 g;Antiinflamatorio;87;65.83;SI
16773;Ambroxol 170 mg Tableta Frasco 120 mL;Antigripal;113;37.50;NO
16774;Metformina 900 mg Aerosol Blíster x10;Antiacido;154;47.11;SI
16775;Ambroxol 616 mg Gel Tubo 60 g;Broncodilatador;230;26.77;NO
16776;Azitromicina 827 mg Jarabe Frasco 120 mL;Antiacido;22;8.30;SI
16777;Amoxicilina 170 mg Gel Tubo 30 g;Antigripal;66;11.49;NO
16778;Losartán 720 mg Loción Tubo 30 g;Antiinflamatorio;114;17.30;NO
16779;Metformina 75 mg Ungüento Tubo 60 g;Vitaminas;187;81.01;SI
16780;Zinc 18 mg/mL Gotas Frasco 60 mL;Analgesico;149;83.25;NO
16781;Azitromicina 442 mg Aerosol Blíster x20;Antibiotico;146;80.21;SI
16782;Fluconazol 786 mg Solución Blíster x20;Antimicotico;41;8.81;NO
16783;Ambroxol 19 mg/mL Inyectable Tubo 30 g;Antigripal;186;83.47;SI
16784;Omeprazol 289 mg Cápsula Blíster x10;Broncodilatador;201;30.41;NO
16785;Ranitidina 93 mg Gel Frasco 100 mL;Antiinflamatorio;36;8.34;SI
16786;Losartán 304 mg Gel Frasco 60 mL;Broncodilatador;198;41.17;NO
16787;Amoxicilina 605 mg Inyectable Tubo 60 g;Vitaminas;165;26.54;NO
16788;Clotrimazol 15 mg/mL Ungüento Blíster x30;Antiinflamatorio;154;23.51;SI
16789;Ketoconazol 16 mg/mL Suspensión Tubo 30 g;Antiinflamatorio;142;70.27;SI
16790;Hierro 696 mg Loción Frasco 100 mL;Antibiotico;101;86.35;NO
16791;Acetilcisteína 507 mg Inyectable Frasco 60 mL;Antiinflamatorio;90;89.45;SI
16792;Complejo B 81 mg Crema Blíster x10;Antiinflamatorio;12;74.18;NO
16793;Metformina 15 mg/mL Aerosol Tubo 15 g;Antiinflamatorio;120;69.82;NO
16794;Clindamicina 11 mg/mL Gel Tubo 15 g;Analgesico;207;85.75;NO
16795;Paracetamol 441 mg Tableta Frasco 120 mL;Dermocosmetica;27;80.74;NO
16796;Ketoconazol 8 mg/mL Ungüento Frasco 100 mL;Vitaminas;33;80.67;NO
16797;Acetilcisteína 388 mg Tableta Frasco 120 mL;Antibiotico;17;15.84;SI
16798;Loratadina 966 mg Ungüento Blíster x10;Antiinflamatorio;2;24.62;SI
16799;Clindamicina 549 mg Jarabe Tubo 30 g;Broncodilatador;198;52.19;SI
16800;Clotrimazol 382 mg Cápsula Frasco 60 mL;Antigripal;96;36.61;SI
16801;Paracetamol 619 mg Inyectable Tubo 60 g;Antiinflamatorio;80;63.92;NO
16802;Acetilcisteína 937 mg Crema Tubo 15 g;Analgesico;29;49.14;SI
16803;Clotrimazol 138 mg Ungüento Tubo 60 g;Antiinflamatorio;126;61.99;SI
16804;Atorvastatina 5 mg/mL Cápsula Tubo 30 g;Antigripal;2;28.12;SI
16805;Cefalexina 539 mg Champú Tubo 30 g;Antibiotico;101;14.77;SI
16806;Clotrimazol 888 mg Champú Frasco 100 mL;Antimicotico;37;73.48;NO
16807;Ketoconazol 366 mg Gotas Blíster x10;Antimicotico;116;3.53;SI
16808;Acetilcisteína 474 mg Jarabe Frasco 60 mL;Broncodilatador;115;46.12;SI
16809;Diclofenaco 757 mg Champú Frasco 100 mL;Broncodilatador;161;14.89;NO
16810;Diclofenaco 516 mg Gel Frasco 100 mL;Dermocosmetica;20;40.37;NO
16811;Ranitidina 730 mg Solución Frasco 100 mL;Broncodilatador;14;20.82;NO
16812;Naproxeno 347 mg Ungüento Tubo 15 g;Antigripal;104;27.68;SI
16813;Cefalexina 590 mg Champú Tubo 15 g;Antigripal;76;57.85;NO
16814;Clotrimazol 572 mg Solución Tubo 60 g;Antiacido;150;78.70;SI
16815;Clotrimazol 11 mg/mL Jarabe Frasco 100 mL;Dermocosmetica;70;37.31;SI
16816;Ambroxol 9 mg/mL Crema Tubo 60 g;Vitaminas;142;87.02;NO
16817;Ketoconazol 440 mg Suspensión Blíster x20;Analgesico;91;61.85;SI
16818;Dexametasona 686 mg Aerosol Frasco 120 mL;Antimicotico;183;68.34;SI
16819;Zinc 185 mg Ungüento Frasco 60 mL;Antimicotico;75;82.20;NO
16820;Atorvastatina 150 mg Loción Blíster x20;Antiinflamatorio;155;72.53;SI
16821;Ambroxol 108 mg Solución Tubo 30 g;Broncodilatador;28;67.21;NO
16822;Ibuprofeno 444 mg Crema Blíster x10;Antiacido;172;66.00;NO
16823;Salbutamol 15 mg Jarabe Blíster x30;Antibiotico;26;86.60;NO
16824;Clotrimazol 683 mg Aerosol Frasco 60 mL;Antiinflamatorio;103;44.83;NO
16825;Fluconazol 640 mg Jarabe Frasco 60 mL;Antigripal;58;73.48;SI
16826;Loratadina 87 mg Jarabe Tubo 30 g;Broncodilatador;35;47.09;SI
16827;Acetilcisteína 963 mg Crema Blíster x20;Antigripal;73;28.40;SI
16828;Azitromicina 893 mg Inyectable Blíster x20;Antiacido;72;40.40;NO
16829;Clindamicina 1 mg/mL Inyectable Blíster x30;Broncodilatador;158;97.63;SI
16830;Ketoconazol 415 mg Suspensión Blíster x10;Vitaminas;240;84.91;SI
16831;Cefalexina 387 mg Gel Blíster x10;Antigripal;164;99.07;SI
16832;Ketoconazol 631 mg Gotas Tubo 60 g;Antiinflamatorio;97;18.45;NO
16833;Azitromicina 147 mg Ungüento Blíster x20;Antimicotico;177;5.37;SI
16834;Ranitidina 507 mg Suspensión Frasco 60 mL;Analgesico;130;18.49;SI
16835;Amlodipino 985 mg Champú Tubo 15 g;Antiinflamatorio;223;35.41;SI
16836;Atorvastatina 982 mg Inyectable Frasco 120 mL;Analgesico;250;40.36;SI
16837;Clindamicina 516 mg Tableta Tubo 60 g;Vitaminas;174;79.73;NO
16838;Diclofenaco 18 mg/mL Gel Tubo 30 g;Antiinflamatorio;73;96.81;SI
16839;Salbutamol 2 mg/mL Champú Blíster x20;Analgesico;17;59.55;NO
16840;Hierro 615 mg Gotas Frasco 60 mL;Antigripal;70;21.44;SI
16841;Paracetamol 174 mg Crema Blíster x10;Antimicotico;51;69.96;NO
16842;Dexametasona 755 mg Tableta Blíster x30;Antiinflamatorio;132;94.79;NO
16843;Complejo B 898 mg Crema Blíster x30;Antibiotico;37;83.92;SI
16844;Clindamicina 963 mg Suspensión Tubo 30 g;Dermocosmetica;184;37.41;NO
16845;Loratadina 220 mg Loción Tubo 60 g;Antigripal;182;68.00;SI
16846;Capsaicina 525 mg Gotas Tubo 15 g;Broncodilatador;73;97.67;SI
16847;Metformina 622 mg Solución Tubo 15 g;Antibiotico;211;35.31;SI
16848;Clindamicina 860 mg Gotas Blíster x20;Antibiotico;86;32.81;SI
16849;Clindamicina 39 mg Gotas Frasco 120 mL;Dermocosmetica;199;98.19;SI
16850;Hierro 389 mg Crema Frasco 100 mL;Antiinflamatorio;101;71.22;SI
16851;Complejo B 742 mg Solución Frasco 60 mL;Antiacido;16;34.19;SI
16852;Ketoconazol 202 mg Solución Frasco 100 mL;Broncodilatador;28;9.09;NO
16853;Capsaicina 216 mg Ungüento Blíster x10;Antiacido;77;84.34;SI
16854;Ambroxol 345 mg Solución Frasco 120 mL;Analgesico;38;78.49;NO
16855;Acetilcisteína 273 mg Crema Blíster x10;Dermocosmetica;174;68.65;NO
16856;Acetilcisteína 832 mg Loción Frasco 60 mL;Antigripal;0;77.78;NO
16857;Hidrocortisona 500 mg Cápsula Tubo 15 g;Antihistaminico;79;99.14;SI
16858;Dexametasona 287 mg Gotas Blíster x30;Antibiotico;221;41.14;NO
16859;Clotrimazol 618 mg Inyectable Frasco 120 mL;Antihistaminico;109;78.84;SI
16860;Fluconazol 249 mg Inyectable Blíster x10;Antiinflamatorio;156;84.22;NO
16861;Azitromicina 823 mg Ungüento Frasco 60 mL;Antigripal;149;52.34;NO
16862;Naproxeno 828 mg Jarabe Blíster x30;Antibiotico;52;34.20;NO
16863;Clotrimazol 795 mg Tableta Blíster x30;Antiacido;168;89.87;NO
16864;Diclofenaco 601 mg Tableta Frasco 120 mL;Antiacido;53;7.89;SI
16865;Ranitidina 13 mg/mL Tableta Tubo 15 g;Antihistaminico;48;6.48;SI
16866;Fluconazol 677 mg Jarabe Frasco 100 mL;Vitaminas;83;90.26;SI
16867;Vitamina C 170 mg Gotas Blíster x30;Antigripal;36;10.98;SI
16868;Paracetamol 46 mg Aerosol Tubo 15 g;Antiacido;35;23.74;SI
16869;Azitromicina 454 mg Gotas Tubo 60 g;Vitaminas;32;46.27;NO
16870;Diclofenaco 809 mg Tableta Tubo 30 g;Antiinflamatorio;93;69.22;NO
16871;Ranitidina 877 mg Suspensión Blíster x30;Antiinflamatorio;224;53.55;NO
16872;Metformina 946 mg Solución Tubo 30 g;Antihistaminico;162;16.79;SI
16873;Losartán 379 mg Jarabe Frasco 100 mL;Antihistaminico;196;37.98;NO
16874;Dexametasona 932 mg Cápsula Blíster x20;Vitaminas;213;45.62;SI
16875;Azitromicina 45 mg Suspensión Blíster x10;Antiacido;19;11.02;NO
16876;Atorvastatina 177 mg Suspensión Frasco 120 mL;Broncodilatador;102;94.44;SI
16877;Clindamicina 933 mg Inyectable Frasco 120 mL;Vitaminas;91;48.66;NO
16878;Acetilcisteína 718 mg Jarabe Blíster x20;Antiinflamatorio;53;95.65;SI
16879;Atorvastatina 493 mg Ungüento Blíster x20;Antihistaminico;100;3.52;SI
16880;Zinc 408 mg Ungüento Blíster x30;Antigripal;184;80.61;NO
16881;Paracetamol 184 mg Tableta Tubo 60 g;Antigripal;58;46.64;SI
16882;Metformina 7 mg/mL Tableta Tubo 60 g;Antihistaminico;24;87.24;SI
16883;Diclofenaco 199 mg Cápsula Frasco 120 mL;Analgesico;181;28.32;SI
16884;Zinc 138 mg Inyectable Frasco 120 mL;Dermocosmetica;105;5.31;SI
16885;Vitamina C 781 mg Aerosol Tubo 30 g;Antibiotico;51;45.33;SI
16886;Metformina 918 mg Suspensión Frasco 60 mL;Dermocosmetica;94;94.73;NO
16887;Ranitidina 8 mg/mL Cápsula Frasco 60 mL;Vitaminas;105;7.96;SI
16888;Omeprazol 582 mg Crema Tubo 15 g;Antimicotico;246;31.69;SI
16889;Salbutamol 20 mg/mL Gotas Tubo 60 g;Antihistaminico;1;56.44;NO
16890;Amlodipino 134 mg Solución Tubo 60 g;Antimicotico;235;41.02;SI
16891;Salbutamol 506 mg Tableta Tubo 60 g;Antiinflamatorio;55;23.95;SI
16892;Amoxicilina 381 mg Crema Blíster x20;Antihistaminico;170;32.58;SI
16893;Naproxeno 364 mg Inyectable Tubo 15 g;Antigripal;121;48.64;SI
16894;Ketoconazol 350 mg Tableta Frasco 100 mL;Antiacido;26;82.61;NO
16895;Paracetamol 20 mg/mL Cápsula Blíster x20;Antihistaminico;99;45.38;NO
16896;Azitromicina 294 mg Ungüento Frasco 100 mL;Vitaminas;97;64.07;NO
16897;Complejo B 709 mg Gel Tubo 60 g;Antigripal;120;69.46;SI
16898;Omeprazol 13 mg/mL Inyectable Tubo 60 g;Antigripal;229;7.07;SI
16899;Diclofenaco 855 mg Gel Blíster x10;Antiinflamatorio;33;60.69;SI
16900;Cefalexina 124 mg Aerosol Tubo 60 g;Analgesico;1;19.29;SI
16901;Ketoconazol 639 mg Gel Tubo 30 g;Antiinflamatorio;195;60.92;NO
16902;Ibuprofeno 98 mg Crema Blíster x10;Antiacido;17;30.92;SI
16903;Clindamicina 370 mg Suspensión Frasco 100 mL;Broncodilatador;153;71.48;SI
16904;Ibuprofeno 40 mg Crema Tubo 60 g;Antigripal;187;55.69;NO
16905;Naproxeno 109 mg Gel Tubo 60 g;Antiacido;57;57.83;SI
16906;Acetilcisteína 6 mg/mL Aerosol Blíster x30;Antigripal;10;81.36;SI
16907;Ketoconazol 16 mg/mL Loción Frasco 60 mL;Antimicotico;159;61.84;SI
16908;Ambroxol 267 mg Suspensión Blíster x10;Antigripal;1;60.34;SI
16909;Capsaicina 69 mg Tableta Blíster x30;Broncodilatador;32;90.17;SI
16910;Salbutamol 553 mg Suspensión Frasco 100 mL;Antigripal;201;56.75;SI
16911;Ranitidina 912 mg Ungüento Frasco 120 mL;Antigripal;134;13.51;NO
16912;Diclofenaco 19 mg/mL Inyectable Blíster x30;Analgesico;154;69.68;SI
16913;Loratadina 90 mg Champú Frasco 120 mL;Vitaminas;242;68.78;NO
16914;Atorvastatina 164 mg Jarabe Tubo 30 g;Antibiotico;112;57.71;SI
16915;Zinc 17 mg/mL Aerosol Tubo 30 g;Dermocosmetica;219;14.32;SI
16916;Vitamina C 666 mg Aerosol Tubo 30 g;Antibiotico;191;75.35;NO
16917;Acetilcisteína 556 mg Crema Frasco 60 mL;Antiinflamatorio;243;20.36;SI
16918;Ketoconazol 583 mg Crema Frasco 120 mL;Antigripal;61;58.81;SI
16919;Vitamina C 882 mg Aerosol Blíster x30;Antiacido;101;65.26;SI
16920;Hidrocortisona 6 mg/mL Gel Tubo 30 g;Broncodilatador;18;48.74;SI
16921;Cefalexina 15 mg/mL Aerosol Blíster x20;Antibiotico;192;81.95;NO
16922;Ibuprofeno 816 mg Aerosol Blíster x10;Antigripal;47;16.41;SI
16923;Complejo B 400 mg Loción Tubo 30 g;Broncodilatador;117;84.61;SI
16924;Vitamina C 4 mg/mL Tableta Blíster x20;Broncodilatador;178;66.58;NO
16925;Dexametasona 416 mg Solución Tubo 60 g;Antimicotico;55;84.22;SI
16926;Cefalexina 9 mg/mL Cápsula Blíster x10;Antibiotico;204;58.49;SI
16927;Capsaicina 948 mg Aerosol Tubo 60 g;Antimicotico;44;66.88;NO
16928;Amoxicilina 385 mg Cápsula Blíster x10;Antibiotico;130;35.66;SI
16929;Dexametasona 991 mg Solución Blíster x30;Antigripal;61;98.89;SI
16930;Vitamina C 19 mg Cápsula Tubo 15 g;Analgesico;224;87.35;SI
16931;Salbutamol 644 mg Solución Blíster x10;Antiinflamatorio;142;17.67;SI
16932;Hidrocortisona 880 mg Gel Tubo 15 g;Antibiotico;72;27.24;NO
16933;Azitromicina 916 mg Aerosol Blíster x10;Dermocosmetica;145;80.83;NO
16934;Clotrimazol 2 mg/mL Jarabe Frasco 120 mL;Antihistaminico;180;36.60;NO
16935;Vitamina C 696 mg Aerosol Tubo 30 g;Antiacido;200;34.61;SI
16936;Loratadina 726 mg Suspensión Tubo 30 g;Dermocosmetica;216;23.65;SI
16937;Loratadina 133 mg Gotas Frasco 60 mL;Dermocosmetica;163;46.93;NO
16938;Diclofenaco 84 mg Cápsula Frasco 60 mL;Antigripal;242;81.23;NO
16939;Complejo B 338 mg Gel Blíster x10;Antigripal;11;53.36;NO
16940;Ketoconazol 517 mg Cápsula Frasco 60 mL;Analgesico;183;71.35;SI
16941;Hierro 202 mg Gotas Tubo 30 g;Dermocosmetica;244;98.71;SI
16942;Metformina 60 mg Inyectable Frasco 60 mL;Antibiotico;39;5.96;NO
16943;Fluconazol 28 mg Gotas Tubo 30 g;Antiacido;127;7.97;NO
16944;Clotrimazol 849 mg Ungüento Blíster x30;Vitaminas;132;58.92;NO
16945;Complejo B 441 mg Suspensión Frasco 100 mL;Antibiotico;60;45.70;NO
16946;Acetilcisteína 260 mg Champú Tubo 30 g;Vitaminas;242;26.76;NO
16947;Azitromicina 159 mg Tableta Frasco 60 mL;Broncodilatador;154;54.10;NO
16948;Fluconazol 858 mg Inyectable Frasco 120 mL;Antiacido;199;17.11;NO
16949;Atorvastatina 166 mg Inyectable Tubo 30 g;Antibiotico;88;10.29;SI
16950;Omeprazol 543 mg Gotas Tubo 30 g;Dermocosmetica;83;12.39;SI
16951;Zinc 802 mg Suspensión Tubo 15 g;Antiinflamatorio;125;91.97;NO
16952;Zinc 927 mg Champú Frasco 100 mL;Antigripal;50;29.27;SI
16953;Ketoconazol 200 mg Champú Blíster x30;Antimicotico;156;10.38;NO
16954;Salbutamol 17 mg/mL Gotas Tubo 60 g;Antiinflamatorio;240;86.60;SI
16955;Cefalexina 975 mg Suspensión Frasco 60 mL;Antimicotico;136;33.89;SI
16956;Clindamicina 318 mg Jarabe Frasco 100 mL;Antiinflamatorio;177;51.75;NO
16957;Loratadina 936 mg Aerosol Blíster x20;Antimicotico;223;9.62;NO
16958;Diclofenaco 310 mg Gotas Frasco 100 mL;Vitaminas;232;90.46;SI
16959;Metformina 11 mg/mL Ungüento Blíster x20;Antihistaminico;207;58.73;NO
16960;Diclofenaco 7 mg/mL Tableta Blíster x10;Analgesico;219;55.07;NO
16961;Clotrimazol 3 mg/mL Loción Tubo 60 g;Antibiotico;207;71.38;NO
16962;Losartán 881 mg Jarabe Frasco 120 mL;Analgesico;18;60.96;NO
16963;Zinc 867 mg Inyectable Tubo 30 g;Antiinflamatorio;114;97.41;SI
16964;Amlodipino 191 mg Suspensión Tubo 30 g;Broncodilatador;134;52.32;NO
16965;Cefalexina 157 mg Aerosol Blíster x30;Antihistaminico;87;55.55;SI
16966;Losartán 853 mg Tableta Tubo 60 g;Antiinflamatorio;70;22.89;SI
16967;Dexametasona 563 mg Crema Frasco 60 mL;Antibiotico;36;21.02;SI
16968;Fluconazol 260 mg Suspensión Tubo 15 g;Antimicotico;173;79.01;NO
16969;Fluconazol 835 mg Crema Tubo 30 g;Antibiotico;17;51.30;SI
